law_id,law_title_fa,law_title_en,law_summary_en,law_summary_fa,note
79ff113bab69,لايحه قانوني راجع به نحوه بهره برداري از معادن كشور,Act on the Manner of Mine Exploitation,"Passed in 1980 by the Revolutionary Council, this law creates a task force under the Prosecutor General to take over and operate any mine whose license has been revoked, applying Ministry of Industries and Mines policy, with the resulting revenue spent on regional development.",این لایحه قانونی که در سال ۱۳۵۹ به تصویب شورای انقلاب رسید، ستادی زیر نظر دادستان کل کشور برای تحویل گرفتن و بهره‌برداری از معادنی که پروانه آن‌ها لغو شده تشکیل می‌دهد و درآمد حاصل را صرف عمران و رفاه منطقه می‌کند.,
ca5bfb642e45,قانون جلوگيري از افزايش قيمتها تا پايان ... دي، اجتماعي و فرهنگي جمهوري اسلامي ايران,Act on Preventing Price Increases Through the End of the Third Development Plan,"Passed in 2003, this law freezes increases in the state-set prices of government goods and services that fall outside the rules of the Third Development Plan, and requires ministries and the parliament and judiciary to cut a share of their operating budgets to fund subsidies for basic goods.",این قانون که در سال ۱۳۸۲ تصویب شد، هرگونه افزایش نرخ کالاها و خدمات دولتی خارج از ضوابط برنامه سوم توسعه را لغو می‌کند و دستگاه‌های اجرایی و مجلس و قوه قضاییه را موظف می‌کند بخشی از اعتبارات هزینه‌ای خود را برای یارانه کالاهای اساسی کسر کنند.,
e7060f9cef77,آيين نامه اجرايي شيوه هاي قيمت گذاري بنگاه ها و نحوه اعمال شيوه ها ي مذكور در همين چارچوب,Executive Bylaw on Enterprise Pricing Methods for Privatization,"Issued in 2009, this bylaw sets the methods for pricing shares of state-owned enterprises being privatized, using the stock exchange market price for listed companies with an active market, and expert valuation based on expected investment returns for others.",این آیین‌نامه که در سال ۱۳۸۷ صادر شد، روش‌های قیمت‌گذاری سهام بنگاه‌های دولتی مشمول واگذاری را تعیین می‌کند، با استفاده از قیمت تابلوی بورس برای شرکت‌های دارای بازار فعال و کارشناسی ارزش بر اساس بازده مورد انتظار سرمایه‌گذاری برای سایر شرکت‌ها.,
569c3dbb9be5,آيين نامه اجرايي توزيع سهام عدالت,Executive Bylaw on the Distribution of Justice Shares,"Issued in 2009, this bylaw sets the mechanism for Iran's Justice Shares program, transferring shares of privatized state enterprises to provincial investment companies, which in turn allocate them through county-level cooperatives to eligible lower-income households, prioritizing the two poorest income deciles.",این آیین‌نامه که در سال ۱۳۸۷ صادر شد، سازوکار طرح سهام عدالت را تعیین می‌کند، سهام شرکت‌های دولتی واگذارشده به شرکت‌های سرمایه‌گذاری استانی منتقل و از طریق تعاونی‌های شهرستانی میان خانوارهای کم‌درآمد واجد شرایط، با اولویت دو دهک پایین درآمدی، توزیع می‌شود.,
18432ac5265a,آيين نامه نحوه واگذاري سهام ترجيحي,Bylaw on the Allocation of Preferential Shares,"Issued in 2009, this bylaw allows up to 5 percent of the shares of a privatizing state enterprise to be sold on preferential installment terms to its own managers, employees and retirees, and a further 5 percent to other qualified outside managers.",این آیین‌نامه که در سال ۱۳۸۷ صادر شد، فروش ترجیحی و اقساطی تا پنج درصد سهام بنگاه‌های مشمول واگذاری را به مدیران، کارکنان و بازنشستگان همان بنگاه و فروش اقساطی پنج درصد دیگر را به سایر مدیران متخصص مجاز می‌داند.,
a6486a043c24,آيين نامه اجرايي روش هاي واگذاري,Executive Bylaw on Privatization Methods,"Issued in 2009, this bylaw sets the procedures the Privatization Organization and the Transfer Board follow to schedule, choose the method for, and monitor the sale of state-owned enterprises and projects designated for privatization.",این آیین‌نامه که در سال ۱۳۸۸ صادر شد، رویه‌هایی که سازمان خصوصی‌سازی و هیأت واگذاری برای زمان‌بندی، انتخاب روش و نظارت بر فروش بنگاه‌ها و طرح‌های دولتی مشمول واگذاری دنبال می‌کنند را تعیین می‌کند.,
f908e10b8d17,ضوابط فعاليت شركتهاي تأمين سرمايه,Regulation on the Activity of Investment Banks (Tamin-e Sarmayeh Companies),"Issued in 2007 under the Securities Market Act, this regulation sets licensing requirements for investment banks (tamin-e sarmayeh companies) in Iran, including minimum capital, business plans, and the approval process through the Securities and Exchange Organization and High Council of the Stock Exchange.",این ضوابط که در سال ۱۳۸۶ بر اساس قانون بازار اوراق بهادار صادر شد، شرایط صدور مجوز شرکت‌های تأمین سرمایه ایران، از جمله حداقل سرمایه، طرح تجاری و فرآیند تأیید از طریق سازمان بورس و شورای عالی بورس، را تعیین می‌کند.,
8c370e8d730d,آيين نامه معاملات در شركت بورس اوراق بهادار تهران و لواحق آن,Bylaw on Trading at the Tehran Stock Exchange,"Approved in 2006 by the High Council of the Stock Exchange, this bylaw sets the trading rules for the Tehran Stock Exchange, defining terms such as order types, opening and closing prices, base trading volume, and free float that govern how securities are bought and sold on the exchange.",این آیین‌نامه که در سال ۱۳۸۵ به تصویب شورای عالی بورس رسید، قواعد معاملات بورس اوراق بهادار تهران را تعیین می‌کند و مفاهیمی مانند انواع سفارش، قیمت آغازین و پایانی، حجم مبنا و سهام شناور آزاد را که خرید و فروش اوراق بهادار در بورس را اداره می‌کنند تعریف می‌کند.,
600112cc57f6,قانون حمايت از توليد دام داخلي,Act on Support for Domestic Livestock Production,"Passed in 1990, this law cuts meat imports by 10 percent of the prior year's level and redirects the freed-up foreign currency toward purchasing feed and veterinary supplies and buying livestock from domestic herders at a guaranteed price, aiming to phase out meat imports by the end of the First Development Plan.",این قانون که در سال ۱۳۶۹ تصویب شد، واردات گوشت را ده درصد نسبت به سال قبل کاهش می‌دهد و ارز آزادشده را صرف خرید علوفه و داروی دامپزشکی و خرید دام داخلی با قیمت تضمینی می‌کند، با هدف قطع کامل واردات گوشت تا پایان برنامه اول توسعه.,
27330a417a82,آيين نامه اجرايي قانون بازار اوراق بهادار جمهوري اسلامي ايران,Executive Bylaw of the Securities Market Act,"Issued in 2007, this bylaw implements the 2005 Securities Market Act, defining regulated market institutions such as exchanges, over-the-counter markets, central securities depositories and financial institutions, and setting how new types of tradable securities are approved.",این آیین‌نامه که در سال ۱۳۸۶ صادر شد، قانون بازار اوراق بهادار مصوب ۱۳۸۴ را اجرایی می‌کند، نهادهای تحت نظارت مانند بورس‌ها، بازارهای خارج از بورس، شرکت‌های سپرده‌گذاری مرکزی و نهادهای مالی را تعریف می‌کند و نحوه تصویب انواع جدید اوراق بهادار قابل معامله را مشخص می‌کند.,
4d3d16a41ea0,آيين نامه سرمايه گذاري خارجي در بورس ها و بازارهاي خارج از بورس,Bylaw on Foreign Investment in Exchanges and Over-the-Counter Markets,"Issued in 2010, this bylaw sets the framework for foreign investors to obtain trading permits and buy and sell securities on Iranian exchanges and over-the-counter markets, and defines who qualifies as a foreign person and foreign investor.",این آیین‌نامه که در سال ۱۳۸۹ صادر شد، چارچوب دریافت مجوز معامله و خرید و فروش اوراق بهادار توسط سرمایه‌گذاران خارجی در بورس‌ها و بازارهای خارج از بورس ایران را تعیین می‌کند و اشخاص خارجی و سرمایه‌گذار خارجی را تعریف می‌کند.,
bfb1e1971009,دستورالعمل معاملات كالا و اوراق بهادار مبتني بر كالا در بورس كالاي ايران,Directive on Commodity and Commodity-Based Securities Trading on the Iran Mercantile Exchange,"Issued in 2010, this directive sets the trading rules for the Iran Mercantile Exchange, defining mechanisms such as auctions, order types, and pro-rata allocation used to trade commodities and commodity-based securities.",این دستورالعمل که در سال ۱۳۸۹ صادر شد، قواعد معاملات بورس کالای ایران را تعیین می‌کند و سازوکارهایی مانند حراج، انواع سفارش و رویه تسهیم به نسبت برای معامله کالا و اوراق بهادار مبتنی بر کالا را تعریف می‌کند.,
84cf1241fc64,دستورالعمل پذيرش اوراق بهادار در بورس اوراق بهادار تهران,Directive on the Listing of Securities on the Tehran Stock Exchange,,,"needs_review: source text unavailable — the scraped page only contains the placeholder note that the document text had not yet been entered into the legal database; title translated from the caption only, summary left blank"
a9589c1fa09f,قانون پيشگيري از عوارض ناشي از خشكسالي و جبران خسارات,Act on Preventing the Effects of Drought and Compensating Damages,"Passed in 2001, this law allocates 4,000 billion rials, drawn from national development budgets and state company revenues, to a drought task force, split between low-interest agricultural loans through the Agricultural Bank for water and land projects and direct compensation, including crop insurance and emergency drinking water, for drought-affected regions.",این قانون که در سال ۱۳۸۰ تصویب شد، چهار هزار میلیارد ریال از محل اعتبارات عمرانی ملی و درآمد شرکت‌های دولتی را در اختیار ستاد خشکسالی قرار می‌دهد تا نیمی از آن به وام‌های کشاورزی از طریق بانک کشاورزی برای طرح‌های آب و خاک و نیمی دیگر به جبران خسارات و بیمه محصولات کشاورزی مناطق خشکسالی‌زده اختصاص یابد.,
b7ab9bcb255b,دستورالعمل انضباطي ناشران پذيرفته شده در بورس اوراق بهادار تهران,Disciplinary Directive for Issuers Listed on the Tehran Stock Exchange,"Issued in 2009 by the Securities and Exchange Organization, this directive sets disclosure duties and conduct rules for companies listed on the Tehran Stock Exchange, with penalties including trading suspension or delisting for violations such as failing to have audited financial statements or pay declared dividends on time.",این دستورالعمل که در سال ۱۳۸۷ توسط سازمان بورس صادر شد، تکالیف افشای اطلاعات و قواعد رفتاری شرکت‌های پذیرفته‌شده در بورس اوراق بهادار تهران را تعیین می‌کند و برای تخلفاتی مانند نداشتن صورت‌های مالی حسابرسی‌شده یا تأخیر در پرداخت سود سهام، مجازات‌هایی مانند تعلیق یا لغو پذیرش پیش‌بینی می‌کند.,
e430dc4256b1,آئین نامه اجرائی فصل دوم - قانون توزیع عادلانه آب با اصلاحات و الحاقات بعدی,Executive Bylaw of Chapter Two of the Fair Water Distribution Act,"Issued in 1984 to implement the 1982 Fair Water Distribution Act, this bylaw sets the licensing procedure for drilling wells and qanats and extracting groundwater, requiring written applications, site inspection by water authority experts, and payment of inspection fees.",این آیین‌نامه که در سال ۱۳۶۳ برای اجرای فصل دوم قانون توزیع عادلانه آب مصوب ۱۳۶۱ صادر شد، رویه صدور پروانه حفر چاه و قنات و برداشت آب زیرزمینی، شامل تقاضای کتبی و بازدید کارشناسی سازمان‌های آب و پرداخت هزینه بازدید را تعیین می‌کند.,
ba308d58a6d4,تصميم قانوني دائر بملي شدن صنعت نفت درسر ... ون نفت جهت مطالعه در اطراف اجراي اين اصل,Legal Decision on the Nationalization of the Oil Industry Throughout the Country,"Passed in March 1951, this is Iran's landmark decision nationalizing the oil industry nationwide, adopted by the Majles Oil Commission and ratified by parliament, which set in motion the seizure of the Anglo-Iranian Oil Company's concession and marked the start of the oil nationalization movement led by Mohammad Mosaddegh.",این مصوبه که در اسفند ۱۳۲۹ به تصویب رسید، تصمیم تاریخی ملی شدن صنعت نفت در سراسر کشور است که توسط کمیسیون نفت مجلس شورای ملی اتخاذ و به تصویب مجلسین رسید و آغازگر روند خلع ید از شرکت نفت انگلیس و ایران و جنبش ملی شدن نفت به رهبری دکتر محمد مصدق بود.,
b7d103fb6a8a,قانون توسعه حمل و نقل عمومي و مديريت مصرف سوخت,Public Transportation Development and Fuel Consumption Management Act,"Passed in 2007, this law requires the government to expand and modernize public transportation, urban and intercity, and manage fuel consumption through measures such as electrifying rail lines, retiring old vehicles, converting cars to dual fuel, and building new highways and transit terminals.",این قانون که در سال ۱۳۸۶ تصویب شد، دولت را موظف می‌کند حمل‌ونقل درون‌شهری و برون‌شهری را توسعه و مصرف سوخت را با اقداماتی مانند برقی کردن خطوط ریلی، ازرده‌خارج کردن خودروهای فرسوده، تبدیل خودروها به دوگانه‌سوز و ساخت آزادراه و پایانه‌های جدید مدیریت کند.,
f376b41988f5,قانون تنظيم بخشي از مقررات تسهيل نوسازي  ... ي ، اجتماعي و فرهنگي جمهوري اسلامي ايران,Act on Facilitating Industrial Modernization and Amending Article 113 of the Third Development Plan Act,"Passed in 2003, this law aims to remove obstacles to industrial modernization by letting banks finance the bid and performance guarantees Iranian contractors need to compete for domestic and foreign industrial and construction projects, in order to boost local content and employment.",این قانون که در سال ۱۳۸۲ تصویب شد، با هدف رفع موانع نوسازی صنعتی، به بانک‌ها اجازه می‌دهد تسهیلات لازم برای ضمانت‌نامه‌های شرکت در مناقصه و حسن انجام تعهدات پیمانکاران داخلی در طرح‌های صنعتی و عمرانی داخل و خارج را تأمین کنند تا سهم ساخت داخل و اشتغال افزایش یابد.,
78c453c63dd1,قانون تسهيل برقي كردن چاههاي كشاورزي,Act on Facilitating the Electrification of Agricultural Wells,"Passed in 2001, this law requires the government to fund the conversion of diesel-powered agricultural wells to electric power, obliges the Ministry of Energy to supply farmers around-the-clock electricity, and has the National Iranian Oil Company compensate the power utility Tavanir for the resulting revenue loss, exempting electrified farm wells from grid-investment surcharges.",این قانون که در سال ۱۳۸۰ تصویب شد، دولت را موظف به تأمین امکانات برقی کردن چاه‌های کشاورزی می‌کند، وزارت نیرو را مکلف به تأمین برق شبانه‌روزی کشاورزان می‌سازد و شرکت ملی نفت ایران را موظف می‌کند مابه‌ازای کسری درآمد شرکت توانیر را جبران کند، به‌طوری‌که چاه‌های برقی‌شده از هزینه سرمایه‌گذاری تولید و انتقال برق معاف می‌شوند.,
c97a2238776b,آيين نامه اجرايي افزايش ثروت خانوارهاي ا ... رش سهم بخش تعاون براساس توزيع سهام عدالت,Executive Bylaw on Increasing Household Wealth and Expanding the Cooperative Sector's Share Through the Distribution of Justice Shares,"Issued in 2006, this bylaw sets up the central and provincial headquarters that plan, coordinate and oversee Iran's Justice Shares privatization program, defining eligible recipients as households in the two lowest income deciles and the chain of intermediary cooperative and investment companies that distribute the shares.",این آیین‌نامه که در سال ۱۳۸۵ صادر شد، ستادهای مرکزی و استانی طرح توزیع سهام عدالت را برای برنامه‌ریزی، هماهنگی و نظارت بر واگذاری آن تشکیل می‌دهد، مشمولان را دو دهک پایین درآمدی تعریف می‌کند و زنجیره شرکت‌های تعاونی و سرمایه‌گذاری واسط توزیع سهام را مشخص می‌کند.,
29a699213348,آيين نامه اجرايي ماده  33  قانون افزايش بهره وري بخش كشاورزي و منابع طبيعي,Executive Bylaw of Article 33 of the Agricultural and Natural Resources Productivity Act,"Issued in 2012, this bylaw sets the rules for trading guaranteed-price agricultural products on Iran's commodity exchange, defining the guaranteed price as the minimum producer payment set by the cabinet, and has the government cover the gap between the exchange price and the guaranteed price for approved crops.",این آیین‌نامه که در سال ۱۳۹۱ صادر شد، قواعد معامله محصولات کشاورزی مشمول قیمت تضمینی در بورس کالا را تعیین می‌کند، قیمت تضمینی را حداقل دریافتی تعیین‌شده توسط هیئت‌وزیران تعریف می‌کند و دولت را موظف به جبران مابه‌التفاوت قیمت بورس و قیمت تضمینی محصولات منتخب می‌کند.,
826f907322b2,قانون كمك بتوسعه صدور بعضي از اقلام كالاهاي صادراتي,Act on Assistance for the Development of Exports of Certain Goods,"Passed in 1964, this law pays exporters a cash award, worth up to 20 percent of the FOB price for minerals like iron ore, lead, manganese and chromite, and 10 percent for zinc ore, funded from export proceeds and adjusted every six months based on international prices, to promote Iranian mineral exports.",این قانون که در سال ۱۳۴۳ تصویب شد، جایزه صادراتی تا سقف بیست درصد قیمت فوب برای صدور سنگ آهن، سرب، منگنز و کرومیت و ده درصد برای سنگ روی، از محل عواید صادراتی و با تجدیدنظر شش‌ماهه بر اساس قیمت‌های جهانی، به منظور توسعه صادرات معدنی ایران پرداخت می‌کند.,
7fe412ae1c13,آيين نامه اجرايي ماده  10  قانون هدفمند كردن يارانه ها,Executive Bylaw of Article 10 of the Targeted Subsidies Act,"Issued in 2010 under the Targeted Subsidies Act, this bylaw sets up central and provincial commissions to handle appeals from people ordered to repay subsidy payments received through inaccurate information or unmet conditions.",این آیین‌نامه که در سال ۱۳۸۹ ذیل قانون هدفمند کردن یارانه‌ها صادر شد، کمیسیون‌های مرکزی و استانی رسیدگی به اعتراضات افرادی که به دلیل اطلاعات نادرست یا عدم ایفای تعهدات ملزم به استرداد یارانه شده‌اند را تشکیل می‌دهد.,
f77d259fa85d,آيين نامه چگونگي ايجاد مناطق آزاد تجاري - صنعتي,Bylaw on the Establishment of Free Trade-Industrial Zones,"Issued in 2014, this bylaw sets the procedure for creating new free trade-industrial zones in Iran, requiring a state agency to submit a feasibility study and comprehensive land-use plan to the Free Zones Coordination Council for approval.",این آیین‌نامه که در سال ۱۳۹۲ صادر شد، رویه ایجاد مناطق آزاد تجاری-صنعتی جدید در ایران را تعیین می‌کند و متقاضی دولتی را موظف می‌کند طرح توجیهی و طرح جامع کاربری زمین را برای تصویب به شورای هماهنگی مناطق آزاد ارائه دهد.,
b1d67fa60d0d,قانون  تشكيل  وزارت  اصلاحات  ارضي  و تعاون  روستايي,Act on the Establishment of the Ministry of Land Reform and Rural Cooperation,"Passed in 1967, this law creates the Ministry of Land Reform and Rural Cooperation to implement land reform legislation, promote rural cooperative companies, and organize farm corporations, transferring the Land Reform Organization and Central Rural Cooperation Organization to it from the Ministry of Agriculture.",این قانون که در سال ۱۳۴۶ تصویب شد، وزارت اصلاحات ارضی و تعاون روستایی را برای اجرای قوانین اصلاحات ارضی، گسترش شرکت‌های تعاونی روستایی و تشکیل شرکت‌های سهامی زراعی ایجاد می‌کند و سازمان اصلاحات ارضی و سازمان مرکزی تعاون روستایی را از وزارت کشاورزی به آن منتقل می‌کند.,
b15d7dded3d8,آيين نامه اجرايي تشخيص، انطباق و طبقه بن ... ياست هاي كلي اصل چهل و چهارم قانون اساسي,Executive Bylaw on Classifying Economic Activities and Enterprises Under Article 44 of the Constitution,"Issued in 2009, this bylaw sets the criteria for sorting economic activities and state enterprises into three ownership groups, exclusively state-owned, open to privatization, and open to the private sector, defined under the law implementing Article 44 of the Constitution's general privatization policy.",این آیین‌نامه که در سال ۱۳۸۸ صادر شد، معیارهای طبقه‌بندی فعالیت‌ها و بنگاه‌های اقتصادی به سه گروه انحصاری دولتی، مشمول واگذاری و قابل‌ورود بخش خصوصی، موضوع قانون اجرای سیاست‌های کلی اصل چهل و چهارم قانون اساسی، را تعیین می‌کند.,
1a38f8ae1956,قانون حفاظت و توسعه صنايع ايران,Act on the Protection and Development of Iranian Industries,"Passed in 1979 shortly after the revolution, this law nationalizes major industries including steel, copper, aluminum smelting, shipbuilding, aircraft and automobile assembly, and transfers to state ownership the shares of large industrialists and mine owners deemed to have profited illegitimately under the former regime.",این قانون که در سال ۱۳۵۸ اندکی پس از انقلاب تصویب شد، صنایع بزرگ از جمله فولاد، مس، آلومینیوم، کشتی‌سازی، هواپیماسازی و مونتاژ خودرو را ملی می‌کند و سهام صاحبان صنایع و معادن بزرگی که با روابط نامشروع با رژیم گذشته به ثروت رسیده‌اند را به تملک دولت درمی‌آورد.,
294a5c3082fc,آيين نامه اجرايي گسترش بنگاههاي كوچك اقتصادي زودبازده وكارآفرين,"Executive Bylaw on the Expansion of Quick-Return, Entrepreneurial Small Enterprises","Issued in 2005, this bylaw directs banks to channel a rising share of their credit, from 20 percent in 2005 up to 50 percent by 2008, to small enterprises with fewer than 50 employees, in order to spread resources to deprived regions, boost non-oil exports and create jobs.",این آیین‌نامه که در سال ۱۳۸۴ صادر شد، بانک‌ها را موظف می‌کند سهمی رو به افزایش از منابع اعتباری خود، از بیست درصد در سال ۱۳۸۴ تا پنجاه درصد تا سال ۱۳۸۸، را به بنگاه‌های کوچک زیر پنجاه نفر کارکن اختصاص دهند تا منابع در مناطق محروم توزیع، صادرات غیرنفتی افزایش و اشتغال ایجاد شود.,
84885477bd3d,قانون جامع كنترل و مبارزه ملي با دخانيات,Comprehensive Tobacco Control Act,"Passed in 2006, this law creates a National Tobacco Control Headquarters chaired by the Health Minister, bans all tobacco advertising and promotion, puts import licensing solely in state hands, and requires health warnings covering at least half of each cigarette pack.",این قانون که در سال ۱۳۸۵ تصویب شد، ستاد کشوری کنترل و مبارزه با دخانیات را به ریاست وزیر بهداشت تشکیل می‌دهد، هرگونه تبلیغ دخانیات را ممنوع می‌کند، مجوز واردات مواد دخانی را منحصرا در اختیار دولت قرار می‌دهد و درج هشدار سلامتی روی حداقل نیمی از سطح پاکت سیگار را الزامی می‌کند.,
32e3705e4dc9,بخشنامه گمرك در خصوص اصلاحات تعرفه ايي سال 1404,Customs Circular on 2025-26 (1404) Tariff Amendments,"Issued in 2025, this customs circular communicates a cabinet decision revising commercial profit (customs surcharge) rates and tariff classifications for 240 tariff lines, and lowers those surcharges for goods whose import duty rose because of that year's higher official exchange rate.",این بخشنامه که در سال ۱۴۰۴ صادر شد، تصویب‌نامه هیئت دولت درباره اصلاح سود بازرگانی و طبقه‌بندی ۲۴۰ ردیف تعرفه را ابلاغ می‌کند و برای کالاهایی که به دلیل افزایش نرخ ارز مبنای محاسبه حقوق ورودی در بودجه همان سال دچار افزایش شده‌اند، سود بازرگانی را کاهش می‌دهد.,
f39ec48da298,آيين نامه اجرايي جزء هاي  1  و  2  بند   ... ز طريق انتشار اسناد  اوراق  تسويه خزانه,Executive Bylaw on Settling Government Debts and Claims Through Treasury Settlement Bonds,"Issued in 2025 under that year's budget law, this bylaw lets government contractors, municipalities, pension funds, banks and state companies with unpaid claims against the government, including for subsidized pricing, settle those claims by receiving treasury settlement bonds.",این آیین‌نامه که در سال ۱۴۰۴ ذیل قانون بودجه همان سال صادر شد، به پیمانکاران، شهرداری‌ها، صندوق‌های بازنشستگی، بانک‌ها و شرکت‌های دولتی که از دولت طلبکارند، از جمله بابت یارانه قیمت‌های تکلیفی، اجازه می‌دهد مطالبات خود را با دریافت اسناد (اوراق) تسویه خزانه تسویه کنند.,
ea881a8f3c07,لايحه قانوني ملي كردن جنگلها,Forest Nationalization Act,"Passed in 1962, this law nationalizes all of Iran's forests and rangelands, declaring them state property regardless of prior private title, and puts the Ministry of Finance in charge of their protection and management.",این لایحه قانونی که در سال ۱۳۴۱ تصویب شد، تمامی جنگل‌ها و مراتع ایران را ملی اعلام می‌کند و آن‌ها را صرف‌نظر از مالکیت خصوصی پیشین، دارایی دولت قرار می‌دهد و حفاظت و مدیریت آن‌ها را بر عهده وزارت دارایی می‌گذارد.,
2bddb5c66246,قانون جبران خسارات و  پيشگيري عوارض ناشي از خشكسالي,Act on Compensating Damages and Preventing the Effects of Drought,"Passed in 2000, this law authorizes 1,500 billion rials in low-interest loans through the Agricultural Bank for drought-affected farmers, herders and fishers, funded partly by a levy on public-sector and state-company budgets, and extends loan repayment deadlines by two years for those hit by the 1999-2000 drought.",این قانون که در سال ۱۳۷۹ تصویب شد، یک‌هزار و پانصد میلیارد ریال تسهیلات کم‌بهره از طریق بانک کشاورزی برای کشاورزان، دامداران و آبزی‌پروران خسارت‌دیده از خشکسالی تأمین می‌کند، از محل کسری از بودجه دستگاه‌های دولتی، و مهلت بازپرداخت اقساط خسارت‌دیدگان خشکسالی ۷۹-۱۳۷۸ را دو سال تمدید می‌کند.,
10e30a0d2d98,قانون اصلاح قانون پيشگيري از عوارض ناشي از خشكسالي و جبران خسارات,Act Amending the Act on Preventing the Effects of Drought and Compensating Damages,"Passed in 2001, this law waives all interest and fees on drought-relief loans for affected farmers, and grants full or partial relief on well-inspection fees and loan extensions for farmers whose well water yield dropped sharply in the 2000-2001 drought.",این قانون که در سال ۱۳۸۰ تصویب شد، پرداخت هرگونه سود و کارمزد تسهیلات خشکسالی از کشاورزان را حذف می‌کند و برای کشاورزانی که آبدهی چاه آن‌ها در سال‌های ۱۳۷۹ و ۱۳۸۰ به‌شدت کاهش یافته، بخشودگی یا تخفیف حق‌النظاره و تمدید بدهی در نظر می‌گیرد.,
18d56e60f906,آيين نامه اعطاي تسهيلات مسكن مهر,Bylaw on Granting Mehr Housing Loans,"Issued in 2010, this bylaw sets the terms of the Mehr Housing loan program, a low-interest, government-backed construction loan scheme with a 4 percent finance charge nationwide (9 percent in Tehran, 7 percent in provincial capitals), covering up to 200-250 million rials per unit over a combined 15-year construction and repayment period.",این آیین‌نامه که در سال ۱۳۸۸ صادر شد، شرایط تسهیلات طرح مسکن مهر را تعیین می‌کند، وامی قرض‌الحسنه با کارمزد چهار درصد در سراسر کشور (نه درصد در تهران، هفت درصد در مراکز استان)، تا سقف دویست تا دویست‌وپنجاه میلیون ریال، با دوره ساخت و بازپرداخت مجموعا پانزده‌ساله.,
a3c1cbef6153,قانون مربوط باصلاح قانون افزايش اعتبارات كشاورزي,Act Amending the Act on Increasing Agricultural Credit,"Passed in 1960, this law amends the 1958 Agricultural Credit Increase Act, requiring Bank Melli Iran to transfer 3.5 billion rials from currency-reserve revaluation gains to the Agricultural Bank for farm loans, capped at a 6 percent interest rate and with at least 80 percent earmarked for provincial lending.",این قانون که در سال ۱۳۳۸ تصویب شد، قانون افزایش اعتبارات کشاورزی مصوب ۱۳۳۶ را اصلاح می‌کند و بانک ملی ایران را موظف می‌کند سه هزار و پانصد میلیون ریال از محل تجدید ارزیابی پشتوانه اسکناس را در اختیار بانک کشاورزی برای وام‌های کشاورزی با سقف بهره شش درصد بگذارد، با اختصاص حداقل هشتاد درصد آن به شهرستان‌ها.,
185610d550e1,قانون راجع به افزايش اعتبارات كشاورزي,Act on Increasing Agricultural Credit,"Passed in 1958, this law requires Bank Melli Iran to transfer 3.5 billion rials, drawn from gains on revaluing the currency reserve backing the banknote supply, to the Agricultural Bank to fund farm loans capped at 6 percent interest, with at least 80 percent of the funds earmarked for provincial lending.",این قانون که در سال ۱۳۳۶ تصویب شد، بانک ملی ایران را موظف می‌کند سه هزار و پانصد میلیون ریال از محل عواید تجدید ارزیابی پشتوانه اسکناس را در اختیار بانک کشاورزی برای وام‌های کشاورزی با سقف بهره شش درصد بگذارد، با اختصاص حداقل هشتاد درصد آن به شهرستان‌ها.,
1402f7340df2,قانون شمول قانون مجازات اخلال كنندگان در ... عرضه وتوزيع گندم وآردوقندوشكروبرنج وروغن,"Act Extending the Livestock and Meat Distribution Disruption Penalty Act to Wheat, Flour, Sugar, Rice and Oil","Passed in 1975, this law extends the criminal penalties of the 1974 Act on Punishing Disruption of Livestock and Meat Supply to anyone who obstructs the supply and distribution of wheat, flour, sugar, rice, cooking oil and other government-designated staple foods, or causes their scarcity or price rises.",این قانون که در سال ۱۳۵۴ تصویب شد، مجازات‌های قانون مجازات اخلال‌کنندگان در عرضه دام و توزیع گوشت مصوب ۱۳۵۳ را به کسانی که در عرضه و توزیع گندم، آرد، قند، شکر، برنج و روغن اخلال ایجاد یا موجب کمیابی و گرانی آن‌ها می‌شوند نیز تسری می‌دهد.,
cbf55bdd0391,آيين نامه اجرايي تعيين قيمت و يارانه كالاها و خدمات اساسي در سال 1385,Executive Bylaw on Determining the Price and Subsidy of Basic Goods and Services for 1385 (2006-07),,,"needs_review: source text unavailable — the scraped page only contains the placeholder note that the document text had not yet been entered into the legal database; title translated from the caption only, summary left blank"
9b21c32e32e8,آيين نامه اجرايي بندهاي  الف  و  ب  تبصره  18  قانون بودجه سال 1396 كل كشور,Executive Bylaw of Clauses (a) and (b) of Note 18 of the 2017-18 (1396) National Budget Act,"Issued in 2017, this bylaw sets the rules for a subsidized-loan employment program under that year's budget law, letting banks lend to private and cooperative businesses in government-selected priority sectors, with the government paying part of the interest cost, to create jobs especially for young workers aged 20 to 35.",این آیین‌نامه که در سال ۱۳۹۶ صادر شد، قواعد طرح تسهیلات اشتغال‌زایی ذیل تبصره ۱۸ قانون بودجه همان سال را تعیین می‌کند، به بانک‌ها اجازه می‌دهد به بنگاه‌های خصوصی و تعاونی در رشته‌فعالیت‌های منتخب دولت وام بدهند و دولت بخشی از سود تسهیلات را یارانه می‌دهد تا اشتغال به‌ویژه برای جوانان ۲۰ تا ۳۵ ساله ایجاد شود.,
